ACCESS_label,HHL_label,FINCP,NPF,GRPIP
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,27
"Yes, by paying a cell phone company or Internet service provider",English only,25700,4,27
"Yes, by paying a cell phone company or Internet service provider",English only,25700,4,27
"Yes, by paying a cell phone company or Internet service provider",English only,25700,4,27
"Yes, by paying a cell phone company or Internet service provider",English only,25700,4,27
"Yes, by paying a cell phone company or Internet service provider",Spanish,39000,2,25
"Yes, by paying a cell phone company or Internet service provider",Spanish,39000,2,25
"Yes, without paying a cell phone company or Internet service provider",English only,138000,2,4
"Yes, without paying a cell phone company or Internet service provider",English only,138000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,80
"Yes, by paying a cell phone company or Internet service provider",English only,70000,2,40
"Yes, by paying a cell phone company or Internet service provider",English only,70000,2,40
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,74000,3,15
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,74000,3,15
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,74000,3,15
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,74000,3,15
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,20000,2,74
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,20000,2,74
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,26
"Yes, by paying a cell phone company or Internet service provider",English only,17170,2,101
"Yes, by paying a cell phone company or Internet service provider",English only,17170,2,101
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,34
"Yes, by paying a cell phone company or Internet service provider",English only,50000,3,39
"Yes, by paying a cell phone company or Internet service provider",English only,50000,3,39
"Yes, by paying a cell phone company or Internet service provider",English only,50000,3,39
"Yes, by paying a cell phone company or Internet service provider",English only,50000,3,39
"Yes, by paying a cell phone company or Internet service provider",English only,83900,3,24
"Yes, by paying a cell phone company or Internet service provider",English only,83900,3,24
"Yes, by paying a cell phone company or Internet service provider",English only,83900,3,24
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,19
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,19
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,16
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,26
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,39
"No access to the Internet at this house, apartment, or mobile home",English only,91900,2,15
"No access to the Internet at this house, apartment, or mobile home",English only,91900,2,15
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,66
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,66
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,30600,2,72
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,30600,2,72
"No access to the Internet at this house, apartment, or mobile home",Spanish,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,80000,2,17
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,80000,2,17
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,89200,4,28
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,89200,4,28
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,89200,4,28
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,89200,4,28
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",English only,122000,2,21
"Yes, by paying a cell phone company or Internet service provider",English only,122000,2,21
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,31
"Yes, by paying a cell phone company or Internet service provider",English only,145660,2,17
"Yes, by paying a cell phone company or Internet service provider",English only,145660,2,17
"Yes, by paying a cell phone company or Internet service provider",English only,40400,2,49
